timestamp,model_name,topic,run_id,mean_shift,polarization_index,fragmentation_index,conformity_rate,authority_in_degree,cascade_depth,agent_details_json
2026-06-24 11:20:43,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,1,0.67,-0.33,0.5,0.5,71,3,"{""Agent_1_Sophia"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID推行，認為在保障隱私和透明度的前提下能帶來便利""}, ""Agent_2_Emma"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID推行但強調需優先考慮數據安全和透明度""}, ""Agent_3_James"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 2.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""Agent_3_James 强烈反对eID的推行，认为数据安全风险过大""}, ""Agent_4_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 5.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella表現出對eID潛在好處的理解和對隱私風險的關注，既不完全支持也不反對，保持中立態度。""}, ""Agent_5_Sophia"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 8.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""支持eID推行，認為通過強化技術解決方案和透明度可以平衡隱私與便利性""}, ""Agent_6_Michael"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID推行，但強調需優先考慮透明度、 Accountability 和保護個人資訊的安全措施""}}"
2026-06-24 11:23:15,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,2,-3.83,1.17,0.0,0.17,44,5,"{""Agent_1_James"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 1.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""Agent_1_James 強烈反對 eID 推行，認為這是監控和數據濫用的工具""}, ""Agent_2_Alex"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_2_Alex強烈反對eID提案，認為這是大規模監控和數據濫用的手段""}, ""Agent_3_Olivia"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對eID推行，認為是監控與數據濫用的手段""}, ""Agent_4_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 1.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""Isabella強烈反對eID提案，認為這是大規模監控和數據剝削的手段""}, ""Agent_5_Alex"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 1.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對eID推行，認為是監控和數據濫用的工具""}, ""Agent_6_Isabella"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella強烈反對eID提案，認為這是大規模監控和數據濫用的手段""}}"
2026-06-24 11:26:10,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,3,0.33,-0.33,0.83,0.33,64,2,"{""Agent_1_Alex"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 4.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""Agent_1_Alex表達了對隱私和安全性的深切關注，對於eID的推行持保留態度，但並未完全排除其可能性，強調需要更嚴格的安全措施。""}, ""Agent_2_Daniel"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID推行，但強調需實施嚴格的安全措施""}, ""Agent_3_James"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 2.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""Agent_3_James持續表達對eID推行的擔憂，強調需要更嚴格的安全措施，並認為風險可能超過好處。""}, ""Agent_4_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 5.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella表現出對eID潛在風險的關注和對隱私保護的需求，同時也認為可以從成功案例中學習並實施強大的安全措施，表明了一種謹慎且平衡的態度。""}, ""Agent_5_Michael"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 9.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""支持eID推行，認為可以平衡隱私與便利性""}, ""Agent_6_James"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持在強化安全措施的前提下推行eID""}}"
2026-06-24 11:28:45,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,4,-1.5,0.17,0.33,0.33,77,1,"{""Agent_1_Daniel"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Daniel強烈關注隱私風險，對eID持懷疑態度""}, ""Agent_2_Alex"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 9.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""強烈支持eID推行，認為隱私和便利性可以兼顧""}, ""Agent_3_Sophia"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 2.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""Agent_3_Sophia持續表達對eID推行的擔憂，特別是關於隱私和安全性的問題，並強調需要更多保障措施""}, ""Agent_4_James"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_4_James主要表達了對eID推行的擔憂，特別是關於隱私和安全性的風險，並強調需要更加謹慎考慮替代方案。""}, ""Agent_5_Isabella"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella強調需要謹慎考慮隱私風險，未完全支持eID推行""}, ""Agent_6_James"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 3.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""強烈反對推行eID，重視隱私與安全""}}"
2026-06-24 11:31:33,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,5,0.0,0.0,0.67,0.67,30,2,"{""Agent_1_Isabella"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella強烈反對在未充分保障隱私和安全的情況下推行數位身分證，認為不能以便利為由犧牲公民的隱私權。""}, ""Agent_2_James"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對數位身分證推行時以隱私換取便利性的觀點，強調必須優先保障隱私與安全""}, ""Agent_3_Michael"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持數位身分證(eID)推行，但強調需有嚴格的安全措施""}, ""Agent_4_Sophia"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": true, ""reason"": ""支持數位身分證推行，但強調必須優先考慮隱私和安全""}, ""Agent_5_Michael"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持數位身分證推行但強調必須優先保障隱私與安全""}, ""Agent_6_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持數位身分證(eID)推行，但強調需有嚴格隱私保護措施""}}"
2026-06-24 11:33:50,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,6,-3.17,0.5,0.0,0.33,78,4,"{""Agent_1_Olivia"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 1.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""強烈反對eID推行，認為其威脅隱私且缺乏透明度""}, ""Agent_2_Olivia"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_2_Olivia強烈反對eID推行，認為其會威脅隱私和個體自由""}, ""Agent_3_Alex"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對推行eID，重視隱私保護，認為需更全面的安全計劃""}, ""Agent_4_Olivia"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 2.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""強烈反對eID推行，重視隱私保護""}, ""Agent_5_Isabella"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對推行eID""}, ""Agent_6_Emma"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Emma強烈反對eID推行，認為其威脅隱私和自由""}}"
2026-06-24 11:36:18,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,7,-2.67,0.0,0.17,0.5,41,4,"{""Agent_1_Isabella"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Isabella強烈質疑eID對隱私的影響，呼籲詳細評估其機制並警惕保護基本權利""}, ""Agent_2_Michael"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 5.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_2_Michael表現出對eID潛在風險和好處的平衡考量，既不完全支持也不反對""}, ""Agent_3_Sophia"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 2.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""強烈反對eID推行，認為其嚴重威脅個資隱私""}, ""Agent_4_Emma"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對eID推行，重視隱私保護""}, ""Agent_5_Olivia"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""強烈反對eID推行，關注隱私與民主價值""}, ""Agent_6_Michael"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 3.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""強烈反對推行eID，重視隱私與自由保護""}}"
2026-06-24 11:39:16,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,8,-1.0,-1.0,0.67,0.67,67,2,"{""Agent_1_James"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""James表達了對eID隱私風險的深切關注，並要求更多關於如何保護用戶隱私和數據安全的具體措施。他尚未被說服支持eID，保持著反對立場。""}, ""Agent_2_Daniel"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Daniel持續表達對eID隱私風險的擔憂，特別是關於生物特徵數據收集的安全性和完整性，並要求更多具體措施來保護用戶隱私。""}, ""Agent_3_Isabella"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": true, ""reason"": ""支持eID推行，認為通過謹慎規劃和實施可以解決隱私風險""}, ""Agent_4_Michael"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 3.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_4_Michael持续表达对eID隐私保护措施的具体实施细节的担忧，未表现出支持态度""}, ""Agent_5_Alex"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 5.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_5_Alex 表現出對eID推行持保留態度，既未完全支持也未強烈反對，更傾向於等待更多具體細節和措施來保護隱私""}, ""Agent_6_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 5.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_6_Isabella表現出對eID推行持審慎態度，既未明確支持也未反對，強調需要更多具體措施來保障隱私""}}"
2026-06-24 11:41:25,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,9,1.17,-0.17,0.33,0.67,69,4,"{""Agent_1_Alex"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID推行但強調隱私和透明度""}, ""Agent_2_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 3.0, ""shift_type"": ""堅持"", ""is_authority"": false, ""reason"": ""強烈反對人類中心設計，支持技術標準和科學證據指導eID推行""}, ""Agent_3_James"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持技術標準和科學證據在eID中的應用""}, ""Agent_4_Emma"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持科學證據和技術標準，強調透明度和用戶控制""}, ""Agent_5_Michael"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持科學證據和技術標準，同時強調透明度和個體自主權""}, ""Agent_6_Alex"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 8.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""支持技術標準和科學證據在eID推行中的重要性""}}"
2026-06-24 11:44:14,llama3:8b,關於數位身分證(eID)推行的隱私與便利性爭議,10,-2.67,0.67,0.33,0.5,63,4,"{""Agent_1_Isabella"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 1.0, ""shift_type"": ""堅持"", ""is_authority"": true, ""reason"": ""Isabella強烈反對eID系統，認為其威脅隱私和民主價值""}, ""Agent_2_Sophia"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_2_Sophia一貫表達對eID系統推行的強烈反對，特別是擔心其對隱私和民主價值觀的威脅。""}, ""Agent_3_Alex"": {""initial_stance"": ""Oppose"", ""initial_score"": 2, ""final_score"": 7.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""支持eID系统的同时强调保护个人自由和隐私""}, ""Agent_4_James"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_4_James 主要表達了對 eID 系統可能帶來隱私和民主價值威脅的深切擔憂，並呼籲公眾保持警惕。""}, ""Agent_5_James"": {""initial_stance"": ""Neutral"", ""initial_score"": 5, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_5_James 明確表示反對 eID 系統，強調保護隱私和民主價值觀的重要性""}, ""Agent_6_Alex"": {""initial_stance"": ""Support"", ""initial_score"": 9, ""final_score"": 2.0, ""shift_type"": ""從眾/動搖"", ""is_authority"": false, ""reason"": ""Agent_6_Alex強烈反對eID系統，認為其威脅隱私和民主價值觀""}}"
